GroundArthID,PitfallID,TaxonLevel,Taxon,Number,TotalMass,Notes,TaxonID
1,1,family,Stratiomyidae,1,9,larva,130150
2,1,order,Collembola,17,0.8,NA,99237
4,1,subfamily,Scolytinae,2,2.9,NA,678830
5,1,family,Corinnidae,1,1.5,NA,871519
6,2,family,Staphylinidae,1,0.6,NA,113265
7,2,order,Collembola,3,1,NA,99237
8,2,family,Lycosidae,1,58.2,NA,847731
9,3,genus,Armadillidium,1,13.2,NA,93249
10,3,order,Collembola,3,1.2,NA,99237
11,3,subfamily,Scolytinae,2,3.2,NA,678830
12,3,genus,Ceuthophilus,1,316.5,NA,657660
13,4,genus,Armadillidium,3,45.8,NA,93249
14,4,subfamily,Scolytinae,2,2.4,NA,678830
15,4,order,Collembola,9,0.6,NA,99237
16,4,order,Diptera,1,0.1,NA,118831
17,4,genus,Tapinoma,1,0.1,NA,154243
19,5,family,Curculionidae,1,4.4,NA,114666
20,5,family,Rhaphidophoridae,1,5,NA,650504
22,5,family,Apidae,1,0.2,NA,154394
24,5,order,Collembola,12,0.5,NA,99237
26,6,subfamily,Scolytinae,1,1.9,NA,678830
27,6,order,Collembola,3,0.1,NA,99237
28,6,genus,Armadillidium,2,27,NA,93249
29,6,species,Anisolabis maritima,1,50.4,NA,186048
30,7,subfamily,Scolytinae,1,0.1,NA,678830
33,7,family,Curculionidae,1,5.8,NA,114666
34,7,genus,Forelius,4,1.4,NA,573923
35,7,genus,Armadillidium,8,173.5,NA,93249
36,7,genus,Armadillidium,2,139.7,NA,93249
37,7,order,Collembola,6,0.1,NA,99237
38,7,order,Diptera,1,0.1,NA,118831
39,7,family,Cydnidae,1,22.3,NA,108550
42,8,species,Apheloria tigana,3,2738.4,NA,570770
43,8,order,Diptera,1,0.1,NA,118831
44,8,order,Collembola,3,0.5,NA,99237
45,8,suborder,Brachycera,1,0.1,NA,130052
46,8,suborder,Nematocera,1,0.8,NA,118832
48,8,genus,Armadillidium,26,354.5,NA,93249
49,8,genus,Armadillidium,1,113.2,NA,93249
51,9,order,Collembola,8,1.8,NA,99237
54,9,order,Diptera,1,1,NA,118831
55,9,family,Curculionidae,1,2.4,NA,114666
56,9,subfamily,Scolytinae,1,2.2,NA,678830
57,9,genus,Armadillidium,19,155.9,NA,93249
58,9,genus,Porcellio,2,30,NA,93267
62,10,order,Collembola,5,1.3,NA,99237
63,10,genus,Armadillidium,37,358.8,NA,93249
64,10,genus,Armadillidium,5,51.6,NA,93249
65,10,genus,Porcellio,5,90.8,NA,93267
67,10,family,Carabidae,1,197.6,NA,109234
68,13,subfamily,Scolytinae,4,6.5,NA,678830
69,13,order,Collembola,5,0.1,NA,99237
70,13,family,Lycosidae,9,510.6,NA,847731
71,13,genus,Ceuthophilus,1,225.1,NA,657660
72,13,genus,Gryllus,1,538.9,NA,657701
73,12,order,Diptera,1,0.6,NA,118831
74,12,subfamily,Scolytinae,1,1.3,NA,678830
75,12,order,Collembola,1,0.1,NA,99237
76,12,order,Opiliones,1,1.2,NA,82753
78,12,family,Lycosidae,1,45.3,NA,847731
79,12,genus,Ceuthophilus,1,264.9,NA,657660
80,11,subfamily,Scolytinae,10,14,NA,678830
82,11,order,Collembola,17,7.4,NA,99237
83,11,family,Lycosidae,2,8.6,NA,847731
85,11,order,Polydesmida,1,101.1,NA,154416
86,14,family,Apidae,1,0.3,NA,154394
87,14,order,Diptera,1,1,NA,118831
88,14,order,Collembola,19,3.3,NA,99237
89,14,subfamily,Scolytinae,11,14.7,NA,678830
91,14,genus,Armadillidium,1,10.3,NA,93249
93,14,family,Lycosidae,3,56,NA,847731
94,14,species,Narceus americanus,1,1265.3,NA,569659
99,17,genus,Armadillidium,2,48.6,NA,93249
101,15,subfamily,Scolytinae,7,10.7,NA,678830
102,15,order,Collembola,8,3.5,NA,99237
106,15,family,Lycosidae,2,123.2,NA,847731
107,15,genus,Ceuthophilus,1,184.1,NA,657660
108,15,family,Carabidae,1,256.3,NA,109234
109,16,order,Collembola,2,0.1,NA,99237
110,16,family,Chironomidae,7,0.1,NA,127917
111,18,family,Apidae,1,0.9,NA,154394
112,18,family,Chironomidae,1,NA,NA,127917
113,18,order,Collembola,10,2.1,NA,99237
116,18,order,Araneae,1,0.3,NA,82732
119,18,genus,Castianeira,1,14.2,NA,871833
121,18,family,Curculionidae,2,12.8,NA,114666
123,18,genus,Armadillidium,4,58.9,NA,93249
124,19,order,Collembola,2,0.1,NA,99237
125,19,order,Diptera,2,0.2,NA,118831
129,19,order,Polydesmida,2,36.7,NA,154416
130,19,genus,Porcellio,4,68.9,NA,93267
131,19,genus,Armadillidium,9,70.3,NA,93249
132,19,genus,Armadillidium,1,2.1,NA,93249
133,20,superfamily,Armadilloidea,40,7.7,juveniles,621184
134,20,genus,Porcellio,5,161.9,NA,93267
135,20,genus,Armadillidium,10,111.8,NA,93249
140,21,order,Diptera,1,0.8,NA,118831
142,21,family,Curculionidae,1,2.4,NA,114666
145,22,genus,Armadillidium,3,83.5,NA,93249
147,22,order,Polydesmida,1,50.8,NA,154416
149,23,order,Diptera,1,0.3,NA,118831
151,23,genus,Stenamma,1,0.3,NA,574150
152,23,genus,Armadillidium,6,65.3,NA,93249
153,24,order,Collembola,1,0.2,NA,99237
154,24,family,Staphylinidae,1,0,NA,113265
155,26,order,Collembola,6,0.8,NA,99237
156,26,order,Diptera,3,1.8,NA,118831
157,26,subfamily,Scolytinae,3,5.3,NA,678830
162,26,family,Scarabaeidae,1,44.2,NA,114493
164,26,family,Lycosidae,2,151.8,NA,847731
165,27,subfamily,Scolytinae,3,5.2,NA,678830
167,27,genus,Armadillidium,2,22.8,NA,93249
168,27,genus,Gryllus,1,842.4,NA,657701
169,28,subfamily,Scolytinae,2,2.2,NA,678830
171,28,order,Collembola,1,1.4,NA,99237
176,28,genus,Armadillidium,1,13.4,NA,93249
177,29,order,Coleoptera,1,0,larva,109216
178,29,order,Arachnida,3,NA,"mites, lost on scale",1117840
179,29,order,Collembola,1,0.1,NA,99237
182,29,family,Lycosidae,1,48.4,NA,847731
184,30,family,Chironomidae,1,0,NA,127917
185,30,order,Arachnida,1,0.1,mite,1117840
186,30,order,Collembola,1,0,NA,99237
187,30,family,Corinnidae,1,2.5,NA,871519
189,30,superorder,Holometabola,1,9.3,insect larva in case,914213
190,32,subfamily,Scolytinae,2,3.5,NA,678830
191,32,genus,Tetramorium,1,1.4,NA,154245
192,32,genus,Armadillidium,5,141.9,NA,93249
193,32,family,Lycosidae,2,103.5,NA,847731
194,33,subfamily,Scolytinae,3,5.7,NA,678830
195,33,order,Diptera,1,0.4,NA,118831
196,33,order,Diptera,1,1.3,NA,118831
198,33,genus,Armadillidium,26,402.7,NA,93249
199,33,family,Lycosidae,1,82.2,NA,847731
200,34,order,Collembola,16,9,NA,99237
201,34,order,Diptera,1,1.3,NA,118831
202,34,subfamily,Scolytinae,7,12.4,NA,678830
203,34,family,Curculionidae,1,1.6,NA,114666
205,34,species,Apheloria tigana,1,991.8,NA,570770
207,34,genus,Armadillidium,9,193.4,NA,93249
208,34,family,Lycosidae,1,44.5,NA,847731
209,34,genus,Ceuthophilus,1,436,NA,657660
210,35,order,Collembola,17,9.8,NA,99237
211,35,subfamily,Scolytinae,1,1.8,NA,678830
214,35,family,Chironomidae,1,0,NA,127917
215,35,genus,Armadillidium,20,537.4,NA,93249
216,36,order,Collembola,13,5.6,NA,99237
217,36,order,Trichoptera,1,0.2,NA,115095
218,36,order,Diptera,1,0.7,NA,118831
219,36,subphylum,Myriapoda,1,NA,lost during processing,563885
221,36,family,Lycosidae,6,329.2,NA,847731
222,36,subfamily,Scolytinae,22,34.7,NA,678830
226,36,species,Armadillidium nasatum,9,129.2,NA,594387
227,36,family,Carabidae,1,63,elongate mouthparts,109234
228,36,family,Carabidae,1,311.3,NA,109234
229,36,genus,Ceuthophilus,1,292.9,NA,657660
230,37,order,Collembola,4,2.8,NA,99237
231,37,subfamily,Scolytinae,3,4.8,NA,678830
234,37,order,Coleoptera,1,1.1,larva,109216
235,37,species,Armadillidium nasatum,30,449.4,NA,594387
236,37,family,Lycosidae,5,280.8,NA,847731
237,37,genus,Ceuthophilus,3,1361.4,NA,657660
238,38,order,Collembola,1,0.3,NA,99237
239,38,subfamily,Scolytinae,8,13.4,NA,678830
241,38,family,Lycosidae,1,58.5,NA,847731
243,38,genus,Ceuthophilus,6,2118.3,NA,657660
244,38,family,Gnaphosidae,1,0.1,NA,185556
246,39,subfamily,Scolytinae,1,1.9,NA,678830
250,39,order,Collembola,1,0.2,NA,99237
251,39,family,Staphylinidae,1,0.8,NA,113265
254,39,genus,Ceuthophilus,2,620,NA,657660
255,40,class,Arachnida,1,0.4,mite,1117840
256,40,subfamily,Scolytinae,1,1.8,NA,678830
257,40,order,Collembola,3,1,NA,99237
260,40,species,Armadillidium nasatum,1,7.8,NA,594387
261,41,order,Collembola,4,1.1,NA,99237
264,41,subfamily,Scolytinae,13,21.8,NA,678830
265,41,family,Carabidae,1,351.3,NA,109234
266,41,family,Machilidae,1,22.7,NA,99225
267,41,family,Lycosidae,3,121.7,NA,847731
268,42,order,Collembola,1,0,NA,99237
269,42,family,Stratiomyidae,1,0,larva,130150
270,42,subfamily,Scolytinae,7,10.8,NA,678830
272,42,family,Gryllidae,1,1.1,NA,102281
273,42,species,Armadillidium nasatum,1,26.3,NA,594387
274,42,genus,Vonones,1,43.9,NA,1012885
275,42,family,Lycosidae,1,40.6,NA,847731
276,42,genus,Platydracus,1,312.3,NA,8
277,43,order,Collembola,7,2.8,NA,99237
279,43,family,Corinnidae,2,26.5,NA,871519
280,43,family,Lycosidae,6,255.1,NA,847731
281,43,subfamily,Scolytinae,5,7.8,NA,678830
282,43,family,Curculionidae,1,3.8,NA,114666
284,43,species,Armadillidium nasatum,4,84.9,NA,594387
285,44,order,Collembola,41,14.6,NA,99237
286,44,order,Coleoptera,1,0,larva,109216
287,44,subfamily,Scolytinae,18,30.1,NA,678830
288,44,order,Diptera,2,0.7,NA,118831
289,44,species,Phrurotimpus alarius,1,0,NA,887078
291,44,family,Corinnidae,1,11.2,NA,871519
292,44,genus,Castianeira,1,9.7,NA,871833
293,44,family,Lycosidae,2,283.7,NA,847731
296,44,species,Armadillidium nasatum,13,199.5,NA,594387
297,45,order,Collembola,17,7.5,NA,99237
298,45,family,Staphylinidae,2,0.7,NA,113265
299,45,genus,Platydracus,2,795.1,NA,8
300,45,subfamily,Scolytinae,3,4.7,NA,678830
303,45,species,Armadillidium nasatum,5,115.3,NA,594387
304,45,species,Narceus americanus,3,10528.4,NA,569659
305,46,order,Collembola,18,4.4,NA,99237
306,46,subfamily,Scolytinae,6,10.3,NA,678830
307,46,family,Carabidae,1,287.7,NA,109234
308,46,species,Phrurotimpus alarius,2,3.1,NA,887078
309,46,family,Lycosidae,2,127.2,NA,847731
312,46,species,Armadillidium nasatum,38,603.7,NA,594387
313,46,family,Stratiomyidae,3,51,NA,130150
315,46,genus,Ceuthophilus,1,307.4,NA,657660
316,47,order,Collembola,16,6.4,NA,99237
317,47,order,Diptera,3,1.4,NA,118831
318,47,subfamily,Scolytinae,3,2.4,NA,678830
321,47,species,Armadillidium nasatum,17,277.5,NA,594387
322,47,genus,Ceuthophilus,3,1061.2,NA,657660
323,48,order,Collembola,4,2.1,NA,99237
324,48,subfamily,Scolytinae,6,9.9,NA,678830
325,48,order,Diptera,1,1.9,NA,118831
329,48,family,Lycosidae,3,144.5,NA,847731
330,48,genus,Ceuthophilus,6,2660,NA,657660
331,49,order,Collembola,15,8.5,NA,99237
332,49,subfamily,Scolytinae,5,6.8,NA,678830
333,49,order,Diptera,1,1.3,NA,118831
336,49,order,Spirobolida,1,13,NA,154419
337,49,genus,Castianeira,3,57.8,NA,871833
338,49,genus,Ceuthophilus,6,2352.7,NA,657660
339,50,order,Collembola,21,10.1,NA,99237
343,50,family,Stratiomyidae,1,19.1,NA,130150
344,50,species,Armadillidium nasatum,4,48.9,NA,594387
345,50,family,Lycosidae,1,50.8,NA,847731
346,50,genus,Ceuthophilus,3,783.1,NA,657660
347,50,subfamily,Scolytinae,1,2.1,NA,678830
348,51,order,Collembola,11,2.1,NA,99237
349,51,order,Diptera,1,0.4,NA,118831
350,51,order,Diptera,1,0.9,NA,118831
351,51,genus,Tetramorium,5,2.5,NA,154245
354,51,family,Carabidae,1,3.3,NA,109234
355,51,family,Cydnidae,1,22.8,NA,108550
357,51,species,Armadillidium vulgare,26,1062.6,NA,93250
358,51,order,Polydesmida,3,128,NA,154416
359,51,species,Apheloria tigana,1,732.5,NA,570770
360,52,order,Collembola,10,3.6,NA,99237
361,52,order,Araneae,1,0,mite,82732
362,52,family,Drosophilidae,4,5.4,NA,146185
365,52,family,Carabidae,1,238,NA,109234
367,52,species,Armadillidium vulgare,156,4284.1,NA,93250
368,52,family,Cydnidae,1,25.1,NA,108550
370,52,genus,Brachymyrmex,1,0.1,NA,573953
371,52,species,Apheloria tigana,1,878.8,NA,570770
372,53,order,Collembola,4,0.3,NA,99237
373,53,subfamily,Scolytinae,1,1.2,NA,678830
379,53,species,Armadillidium vulgare,7,125.6,NA,93250
380,53,species,Armadillidium nasatum,9,61.3,NA,594387
381,54,order,Collembola,3,2.5,NA,99237
383,54,subfamily,Scolytinae,1,2.1,NA,678830
384,54,family,Dolichopodidae,1,1.2,NA,136824
386,54,species,Armadillidium nasatum,10,278,NA,594387
387,55,order,Collembola,7,2,NA,99237
388,55,order,Diptera,1,0.9,NA,118831
389,55,family,Drosophilidae,1,1.3,NA,146185
390,55,family,Dolichopodidae,1,1.7,NA,136824
391,55,family,Curculionidae,1,1.1,NA,114666
396,56,genus,Solenopsis,2,1.4,NA,154237
397,56,genus,Temnothorax,1,0.5,NA,9
403,56,species,Apheloria tigana,2,1497.1,NA,570770
404,57,order,Collembola,6,0.1,NA,99237
405,57,family,Staphylinidae,1,0.3,NA,113265
409,57,genus,Scarites,1,140.4,NA,109602
411,57,family,Lycosidae,1,0.6,NA,847731
412,57,family,Carcinophoridae,1,28.8,NA,102460
414,57,species,Armadillidium vulgare,177,3714.4,NA,93250
415,58,order,Collembola,1,0.1,NA,99237
416,58,species,Phrurotimpus alarius,1,0.6,NA,887078
419,58,species,Armadillidium nasatum,20,248.6,NA,594387
420,58,species,Armadillidium vulgare,23,629.4,NA,93250
421,59,family,Corinnidae,2,1.6,NA,871519
425,59,species,Armadillidium nasatum,1,31.6,NA,594387
426,59,family,Scarabaeidae,1,93.8,NA,114493
427,60,order,Collembola,2,0.2,NA,99237
429,60,species,Phrurotimpus alarius,1,1,NA,887078
430,60,family,Lycosidae,1,39.3,NA,847731
431,60,family,Stratiomyidae,1,10.7,NA,130150
432,60,species,Armadillidium nasatum,5,131.3,NA,594387
433,61,order,Collembola,2,0.3,NA,99237
434,61,genus,Armadillidium,8,1.3,juveniles,93249
435,61,species,Armadillidium nasatum,36,552.3,NA,594387
436,61,species,Armadillidium vulgare,9,168.8,NA,93250
437,61,species,Phrurotimpus alarius,1,0.6,NA,887078
440,61,genus,Crematogaster,1,0.4,NA,574052
441,61,genus,Forelius,1,1.2,NA,573923
442,61,species,Porcellio scaber,6,97.4,NA,93269
443,62,family,Trogossitidae,2,2.9,NA,678393
447,62,family,Drosophilidae,4,3,NA,146185
448,62,species,Phrurotimpus alarius,2,1.2,NA,887078
449,62,order,Araneae,1,0.5,NA,82732
454,62,species,Porcellio scaber,9,199.3,NA,93269
455,62,species,Armadillidium vulgare,8,77.4,NA,93250
456,62,species,Armadillidium nasatum,174,2012.5,NA,594387
457,63,class,Diplopoda,1,0.5,NA,154409
458,63,order,Polydesmida,1,63,NA,154416
462,63,species,Armadillidium nasatum,9,202.3,NA,594387
463,63,species,Apheloria tigana,5,4554,NA,570770
464,64,order,Collembola,6,1.3,NA,99237
465,64,order,Araneae,2,0.6,mites,82732
466,64,genus,Solenopsis,11,5.2,NA,154237
467,64,genus,Forelius,3,1.5,NA,573923
469,64,family,Cydnidae,1,31,NA,108550
470,64,family,Curculionidae,2,10.7,NA,114666
471,64,species,Armadillidium nasatum,4,83.5,NA,594387
472,64,species,Armadillidium vulgare,8,131.8,NA,93250
475,65,subfamily,Scolytinae,1,1.5,NA,678830
476,65,genus,Stenamma,1,1.4,NA,574150
477,65,family,Drosophilidae,4,4.3,NA,146185
478,65,species,Armadillidium nasatum,10,246.8,NA,594387
479,65,species,Armadillidium vulgare,39,752.9,NA,93250
480,66,order,Collembola,3,0.4,NA,99237
481,66,species,Phrurotimpus alarius,1,0.7,NA,887078
483,66,species,Porcellio scaber,3,58,NA,93269
484,66,species,Armadillidium vulgare,7,96.1,NA,93250
485,66,species,Armadillidium nasatum,11,146.7,NA,594387
487,67,order,Collembola,8,0.6,NA,99237
488,67,order,Diptera,1,0.1,NA,118831
489,67,family,Drosophilidae,1,1.2,NA,146185
490,67,subfamily,Scolytinae,1,1.2,NA,678830
491,67,order,Araneae,1,0.8,NA,82732
493,67,order,Polydesmida,2,58.8,NA,154416
496,67,species,Porcellio scaber,8,199.2,NA,93269
497,67,species,Armadillidium vulgare,13,170.1,NA,93250
498,67,species,Armadillidium nasatum,103,1330.9,NA,594387
499,68,class,Diplopoda,3,1.4,NA,154409
500,68,species,Armadillidium nasatum,5,136,NA,594387
501,68,family,Carabidae,1,24.3,NA,109234
502,69,order,Collembola,3,0.4,NA,99237
505,69,genus,Solenopsis,2,2.4,NA,154237
506,69,species,Armadillidium nasatum,1,32.5,NA,594387
507,69,species,Armadillidium vulgare,7,255.6,NA,93250
508,70,order,Collembola,2,0,NA,99237
509,70,family,Drosophilidae,2,4,NA,146185
510,70,subfamily,Scolytinae,1,1.4,NA,678830
513,70,species,Armadillidium nasatum,2,55.7,NA,594387
514,70,species,Armadillidium vulgare,23,394.2,NA,93250
515,71,order,Collembola,27,10.8,NA,99237
516,71,subfamily,Scolytinae,2,2.9,NA,678830
521,71,family,Lycosidae,1,39.9,NA,847731
522,71,order,Polydesmida,1,57.2,NA,154416
523,71,genus,Castianeira,1,41.5,NA,871833
524,71,family,Gryllidae,1,0.7,NA,102281
525,71,species,Armadillidium nasatum,1,32.4,NA,594387
526,71,family,Carabidae,1,242.4,NA,109234
528,71,genus,Ceuthophilus,14,6139,NA,657660
529,72,order,Collembola,36,9.9,NA,99237
530,72,suborder,Auchenorrhyncha,1,2.9,NA,109167
532,72,species,Phrurotimpus alarius,1,0.6,NA,887078
533,72,subfamily,Scolytinae,10,14.1,NA,678830
534,72,family,Drosophilidae,1,1.3,NA,146185
535,72,genus,Vonones,1,41.7,NA,1012885
536,72,family,Stratiomyidae,5,103,NA,130150
538,72,species,Armadillidium nasatum,2,30.5,NA,594387
539,72,genus,Chlaenius,1,197.5,NA,111436
540,72,genus,Ceuthophilus,1,329.5,NA,657660
541,74,order,Collembola,21,10.1,NA,99237
542,74,subfamily,Scolytinae,3,4.5,NA,678830
545,74,genus,Vonones,2,85.4,NA,1012885
546,74,species,Armadillidium nasatum,1,27.8,NA,594387
547,74,genus,Castianeira,2,44.8,NA,871833
548,74,family,Lycosidae,1,91.2,NA,847731
549,74,genus,Phyllophaga,1,581.1,NA,926453
550,74,genus,Ceuthophilus,6,2314,NA,657660
551,73,order,Collembola,3,0.5,NA,99237
552,73,suborder,Auchenorrhyncha,1,0,NA,109167
553,73,order,Diptera,3,0.3,NA,118831
554,73,family,Drosophilidae,1,1,NA,146185
555,73,subfamily,Scolytinae,2,3.5,NA,678830
556,73,subfamily,Ponerinae,1,0.5,NA,573831
557,73,genus,Temnothorax,3,4.6,NA,9
558,73,family,Stratiomyidae,1,51.9,NA,130150
559,73,order,Polydesmida,1,110.1,NA,154416
560,73,genus,Ceuthophilus,7,3024,NA,657660
561,75,order,Collembola,10,5.7,NA,99237
562,75,subfamily,Scolytinae,2,4,NA,678830
564,75,genus,Ptecticus,1,48.1,NA,130346
565,75,order,Polydesmida,1,53.4,NA,154416
566,75,genus,Ceuthophilus,6,2741,NA,657660
567,80,order,Collembola,66,13.5,NA,99237
568,80,order,Diptera,2,0.8,NA,118831
569,80,family,Gryllidae,1,0.5,NA,102281
571,80,subfamily,Scolytinae,7,12.1,NA,678830
573,80,family,Staphylinidae,1,0.5,NA,113265
575,80,order,Polydesmida,2,131.5,NA,154416
576,80,genus,Castianeira,1,42.4,NA,871833
577,80,family,Stratiomyidae,5,147,NA,130150
578,80,family,Carabidae,3,722,NA,109234
580,80,genus,Ceuthophilus,3,1467,NA,657660
581,78,order,Collembola,1,0,NA,99237
582,78,order,Spirostreptida,2,777.9,NA,154420
583,78,genus,Ceuthophilus,3,1217.7,NA,657660
584,79,order,Collembola,63,15,NA,99237
585,79,family,Gryllidae,2,1.1,NA,102281
586,79,subfamily,Scolytinae,6,9.4,NA,678830
587,79,species,Linepithema humile,1,3.4,NA,575041
588,79,species,Brachyponera chinensis,3,4.9,NA,11
591,79,genus,Castianeira,1,37.6,NA,871833
592,79,family,Lycosidae,1,88.3,NA,847731
593,79,genus,Ceuthophilus,4,1915,NA,657660
594,77,order,Collembola,46,7.6,NA,99237
595,77,family,Lycosidae,1,10.7,NA,847731
596,77,species,Brachyponera chinensis,2,2.9,NA,11
597,77,subfamily,Scolytinae,6,10.2,NA,678830
598,77,subfamily,Cryptocephalinae,1,32,NA,678807
599,77,species,Armadillidium nasatum,3,87,NA,594387
600,77,genus,Castianeira,3,113.3,NA,871833
601,77,family,Lycosidae,2,96.8,NA,847731
602,77,genus,Cyrtomenus,1,30.2,NA,108566
603,77,species,Galerita bicolor,1,297.2,NA,111751
604,77,family,Stratiomyidae,3,76.9,NA,130150
605,77,genus,Ceuthophilus,1,723.8,NA,657660
606,76,order,Collembola,66,30.6,NA,99237
607,76,family,Gryllidae,3,2,NA,102281
609,76,family,Machilidae,1,15.7,NA,99225
610,76,subfamily,Scolytinae,1,2,NA,678830
611,76,species,Brachyponera chinensis,5,7,NA,11
612,76,family,Curculionidae,1,4.5,NA,114666
615,76,family,Scarabaeidae,1,56.6,NA,114493
616,76,family,Lycosidae,1,118.2,NA,847731
617,76,family,Stratiomyidae,1,24.6,NA,130150
618,76,genus,Ceuthophilus,10,3416,NA,657660
619,81,order,Diptera,1,0.2,NA,118831
621,81,species,Brachyponera chinensis,34,51.8,NA,11
623,81,genus,Castianeira,1,16.5,NA,871833
624,82,order,Diptera,1,0.2,NA,118831
625,82,order,Collembola,1,0,NA,99237
626,82,class,Diplopoda,1,2.3,NA,154409
627,82,subfamily,Scolytinae,1,1.8,NA,678830
628,82,species,Brachyponera chinensis,7,11.8,NA,11
629,82,species,Armadillidium nasatum,1,19,NA,594387
630,82,species,Apheloria tigana,1,996.1,NA,570770
631,83,order,Diptera,2,0.2,NA,118831
632,83,order,Collembola,3,0.1,NA,99237
634,83,subfamily,Scolytinae,1,1.3,NA,678830
635,83,family,Corinnidae,2,3.5,NA,871519
636,83,species,Brachyponera chinensis,2,3.7,NA,11
638,83,family,Lycosidae,1,25.1,NA,847731
639,84,order,Diptera,4,0.6,NA,118831
640,84,order,Collembola,2,0,NA,99237
641,84,species,Phrurotimpus alarius,1,0.3,NA,887078
642,84,subfamily,Scolytinae,3,4.4,NA,678830
643,84,order,Araneae,1,0,NA,82732
644,84,subfamily,Cryptocephalinae,1,9.5,NA,678807
645,84,species,Brachyponera chinensis,8,11.2,NA,11
647,84,family,Lycosidae,1,24.7,NA,847731
649,84,species,Armadillidium nasatum,3,32.6,NA,594387
650,84,genus,Vonones,1,49.2,NA,1012885
651,85,order,Diptera,5,2.4,NA,118831
652,85,order,Collembola,3,0.2,NA,99237
653,85,subfamily,Scolytinae,6,8.9,NA,678830
654,85,species,Brachyponera chinensis,18,29.9,NA,11
655,85,genus,Castianeira,1,23,NA,871833
656,85,genus,Lycosidae,1,44.3,NA,847731
657,85,species,Narceus americanus,1,1126,NA,569659
658,86,order,Collembola,9,1.7,NA,99237
659,86,family,Chironomidae,1,1.3,NA,127917
660,86,subfamily,Scolytinae,1,1.3,NA,678830
661,86,species,Brachyponera chinensis,21,34.1,NA,11
662,86,genus,Castianeira,1,13.1,NA,871833
663,86,species,Armadillidium nasatum,1,37.3,NA,594387
664,86,species,Narceus americanus,2,3988.2,NA,569659
665,87,family,Drosophilidae,1,2.4,NA,146185
666,87,subfamily,Scolytinae,3,5.3,NA,678830
667,87,species,Brachyponera chinensis,2,3.6,NA,11
670,87,family,Gnaphosidae,1,11,NA,185556
672,88,order,Collembola,6,2.3,some lost after weighing,99237
673,88,family,Drosophilidae,2,1.2,1 lost after weighing,146185
