circles,euclideanDistance,jaccardDissimilarity,herbaceousCover,distanceToRoad,geographicDistance,litterDepth,forest_1km
DF1_DF2,14.039196125867932,0.4666666666666667,1,0.05285218946365569,0.057511296293998496,20,0
DF1_DF3,14.058849174806374,0.3846153846153846,1,0.15554544698434808,0.1565587421381959,5,0
DF1_DF4,13.883443888060139,0.3571428571428571,0,0.24825146212577834,0.2503518143378299,5,0
DF1_DF5,19.121187221981867,0.5384615384615384,0,0.3394417304005282,0.4345347894256653,10,0
DF1_ERSP1,11.694680223400708,0.33333333333333337,1,0.3038624493740957,10.300569213829935,5,0.077997231
DF1_ERSP2,20.314831843973607,0.4285714285714286,1,0.29976584986586674,10.359368853765158,0,0.077997231
DF1_ERSP3,16.58801345788418,0.3076923076923077,1,0.2631880696655629,10.415028305208482,20,0.077997231
DF1_ERSP4,11.736191421936015,0.3076923076923077,1,0.23964185513230496,10.49205553437816,5,0.077997231
DF1_ERSP6,22.930012309673018,0.46153846153846156,1,0.28205290614473244,10.643725167799799,20,0.077997231
DF1_JMNP1,15.509716951262929,0.5,0,0.26990787195927146,3.0225502566931426,0,0.13063959400000003
DF1_JMNP2,19.91850105264166,0.6153846153846154,1,0.3494085959445106,2.9289027902754303,5,0.13063959400000003
DF1_JMNP3,21.279247049509685,0.46153846153846156,1,0.28494435193292283,2.9466409394616084,20,0.13063959400000003
DF1_JMNP5,15.120594340704478,0.3076923076923077,0,0.4078584420258296,2.886890721889778,10,0.13063959400000003
DF1_JMNP8,20.604372082069673,0.5,0,0.22783821403923507,3.098219613300555,5,0.13063959400000003
DF1_NCBG1,24.00620968702446,0.5,1,0.27379413318077517,9.209815119380039,5,0.430050245
DF1_NCBG4,22.966570187610625,0.5294117647058824,0,0.195868449110529,9.355063520701885,5,0.430050245
DF1_NCBG5,21.020980876807883,0.41666666666666663,1,0.28129103831747354,9.439672955459846,10,0.430050245
DF1_NCBG6,23.271027841407765,0.6666666666666667,1,0.31387170028224287,9.501380041012315,20,0.430050245
DF1_NCBG8,25.86797276746392,0.6666666666666667,0,0.35105664334079545,9.373510658165102,5,0.430050245
DF1_NCSU10,22.093780778191967,0.5,1,0.31722289940533155,38.4565995264595,5,0.8489754740000001
DF1_NCSU11,27.217785449274135,0.6428571428571428,1,0.35035855341720434,38.422519808579025,30,0.8489754740000001
DF1_NCSU2,21.618256420684716,0.5,1,0.40664482199737795,37.70518961291116,10,0.8489754740000001
DF1_NCSU3,29.64705364678768,0.7222222222222222,1,0.4161324391699623,37.828846556152975,10,0.8489754740000001
DF1_NCSU9,25.45184483496756,0.5384615384615384,1,0.38849047214820615,37.79754033296411,15,0.8489754740000001
DF1_UNC13,27.763148923401108,0.6666666666666667,0,0.40108143601099,8.649374692212344,20,0.780717938
DF1_UNC14,24.87101960379967,0.5714285714285714,1,0.40650263439306655,8.520133932896417,10,0.780717938
DF1_UNC3,25.376971269941826,0.6923076923076923,1,0.3955805440210621,8.734763451301763,10,0.780717938
DF1_UNC4,28.71402273674688,0.7058823529411764,2,0.41264376044073114,8.722279915776534,10,0.780717938
DF1_UNC8,21.84366807367996,0.5384615384615384,2,0.4227387760505475,8.617977582766127,30,0.780717938
DF2_DF3,10.59870254440046,0.4,0,0.10269325752069239,0.10281752894917429,15,0
DF2_DF4,14.757269546133237,0.375,1,0.19539927266212265,0.19564430832056673,15,0
DF2_DF5,14.895783285608553,0.4285714285714286,1,0.28658954093687256,0.3785153321764204,30,0
DF2_ERSP1,11.515634620538071,0.3571428571428571,0,0.35671463883775134,10.24609618809966,25,0.077997231
DF2_ERSP2,15.35899810617506,0.2142857142857143,2,0.35261803932952246,10.304832477128498,20,0.077997231
DF2_ERSP3,15.112948576459086,0.33333333333333337,0,0.3160402591292186,10.360558870773028,0,0.077997231
DF2_ERSP4,18.081246450765292,0.4375,2,0.2924940445959606,10.437695451700185,25,0.077997231
DF2_ERSP6,23.77995030954743,0.4666666666666667,2,0.33490509560838816,10.589546274855332,0,0.077997231
DF2_JMNP1,17.936609227107738,0.4117647058823529,1,0.3227600614229271,3.0292824340619413,20,0.13063959400000003
DF2_JMNP2,21.966279712834762,0.5,0,0.40226078540816634,2.9357539754316786,15,0.13063959400000003
DF2_JMNP3,20.716873021936905,0.4666666666666667,0,0.3377965413965785,2.9563957501812266,0,0.13063959400000003
DF2_JMNP5,19.87317972766177,0.5294117647058824,1,0.4607106314894853,2.8928796729591095,10,0.13063959400000003
DF2_JMNP8,16.349424722786516,0.3125,1,0.28069040350289076,3.0997210141678972,15,0.13063959400000003
DF2_NCBG1,25.728889471158556,0.6,2,0.3266463226444309,9.264935083953404,25,0.430050245
DF2_NCBG4,22.10478238726982,0.4444444444444444,1,0.2487206385741847,9.410127666176088,15,0.430050245
DF2_NCBG5,24.837504354366683,0.625,0,0.3341432277811292,9.494918713678492,10,0.430050245
DF2_NCBG6,26.255727368001992,0.6470588235294117,0,0.3667238897458986,9.556725613541309,0,0.430050245
DF2_NCBG8,27.77507634226098,0.7333333333333334,1,0.40390883280445117,9.428846991383862,15,0.430050245
DF2_NCSU10,24.67351857762789,0.6,0,0.3700750888689872,38.46798263663006,15,0.8489754740000001
DF2_NCSU11,26.816231858041938,0.625,0,0.40321074288086006,38.4338828000049,10,0.8489754740000001
DF2_NCSU2,23.680462705543007,0.5,2,0.45949701146103367,37.7158614287082,30,0.8489754740000001
DF2_NCSU3,30.658560994343535,0.631578947368421,0,0.468984628633618,37.83943142140446,30,0.8489754740000001
DF2_NCSU9,28.320078096327162,0.7058823529411764,0,0.44134266161186186,37.80888157303081,35,0.8489754740000001
DF2_UNC13,30.299688964831336,0.7222222222222222,1,0.45393362547464566,8.706690178072408,0,0.780717938
DF2_UNC14,27.260734057902482,0.6470588235294117,0,0.45935482385672227,8.577424304773126,10,0.780717938
DF2_UNC3,27.39863136562457,0.75,0,0.44843273348471774,8.79210056148046,10,0.780717938
DF2_UNC4,30.98849438648745,0.75,3,0.46549594990438686,8.77960584855524,30,0.780717938
DF2_UNC8,25.22907024823176,0.625,3,0.47559096551420316,8.675327732238335,10,0.780717938
DF3_DF4,16.213102836443696,0.2857142857142857,1,0.09270601514143027,0.09384549661759474,0,0
DF3_DF5,15.122714068771876,0.33333333333333337,1,0.18389628341618017,0.3069595591619258,15,0
DF3_ERSP1,13.732779819272244,0.3846153846153846,0,0.45940789635844376,10.144101479301222,10,0.077997231
DF3_ERSP2,20.149155274250834,0.3571428571428571,2,0.4553112968502148,10.202883561368663,5,0.077997231
DF3_ERSP3,18.859543175795093,0.3571428571428571,0,0.41873351664991093,10.258561655549721,15,0.077997231
DF3_ERSP4,18.481440547126304,0.4666666666666667,2,0.39518730211665304,10.335623333616713,10,0.077997231
DF3_ERSP6,27.506781775269026,0.6,2,0.4375983531290805,10.487360387472137,15,0.077997231
DF3_JMNP1,20.755703995905385,0.6111111111111112,1,0.4254533189436196,2.9978780958435567,5,0.13063959400000003
DF3_JMNP2,19.844113665838794,0.5384615384615384,0,0.5049540429288587,2.9046351638631713,0,0.13063959400000003
DF3_JMNP3,21.635113616524013,0.5,0,0.44048979891727086,2.930314391573606,15,0.13063959400000003
DF3_JMNP5,21.130040860799518,0.4666666666666667,1,0.5634038890101778,2.8603181722890283,5,0.13063959400000003
DF3_JMNP8,18.810544924197284,0.4375,1,0.3833836610235832,3.0594295277106593,0,0.13063959400000003
DF3_NCBG1,23.767228149148035,0.5384615384615384,2,0.42933958016512325,9.366373690515747,10,0.430050245
DF3_NCBG4,21.639317648826232,0.47058823529411764,1,0.3514138960948771,9.511621988506258,0,0.430050245
DF3_NCBG5,25.202415937323057,0.5714285714285714,0,0.4368364853018217,9.596225036088214,5,0.430050245
DF3_NCBG6,24.668243398326346,0.6,0,0.46941714726659095,9.657919948553635,15,0.430050245
DF3_NCBG8,29.49426828361411,0.7857142857142857,1,0.5066020903251436,9.530051994645152,0,0.430050245
DF3_NCSU10,26.38719728034603,0.6428571428571428,0,0.47276834638967963,38.530565702310106,0,0.8489754740000001
DF3_NCSU11,27.783988817973725,0.6666666666666667,0,0.5059040004015524,38.49643690696596,25,0.8489754740000001
DF3_NCSU2,25.758579948352722,0.625,2,0.5621902689817261,37.777415479493776,15,0.8489754740000001
DF3_NCSU3,33.04172316668619,0.8,0,0.5716778861543104,37.90085832957491,15,0.8489754740000001
DF3_NCSU9,28.9285280485566,0.6666666666666667,0,0.5440359191325542,37.87140664395984,20,0.8489754740000001
DF3_UNC13,31.014005862476598,0.7647058823529411,1,0.556626882995338,8.80258814172962,15,0.780717938
DF3_UNC14,28.360377388790393,0.6875,0,0.5620480813774147,8.673510827607878,5,0.780717938
DF3_UNC3,28.13522932585686,0.7142857142857143,0,0.5511259910054102,8.887824281763915,5,0.780717938
DF3_UNC4,31.123495584368843,0.7222222222222222,3,0.5681892074250792,8.875420912442358,15,0.780717938
DF3_UNC8,26.389713608718598,0.6666666666666667,3,0.5782842230348956,8.770941426938569,25,0.780717938
DF4_DF5,19.959595293067466,0.5333333333333333,0,0.09119026827474988,0.24370329871371132,15,0
DF4_ERSP1,12.920343844466228,0.3571428571428571,1,0.552113911499874,10.050533982507417,10,0.077997231
DF4_ERSP2,16.99134827504958,0.33333333333333337,1,0.548017311991645,10.109291292907347,5,0.077997231
DF4_ERSP3,14.875708943668771,0.2142857142857143,1,0.5114395317913412,10.164995591225304,15,0.077997231
DF4_ERSP4,16.51349363026373,0.4375,1,0.4878933172580833,10.242102175775159,10,0.077997231
DF4_ERSP6,22.514089689352453,0.4666666666666667,1,0.5303043682705109,10.39391905706078,15,0.077997231
DF4_JMNP1,17.073119749295703,0.5,0,0.5181593340850499,2.990881536318493,5,0.13063959400000003
DF4_JMNP2,21.263382718731183,0.5,1,0.597660058070289,2.8980091037402236,0,0.13063959400000003
DF4_JMNP3,23.05032107534229,0.5625,1,0.5331958140587011,2.928470141082724,15,0.13063959400000003
DF4_JMNP5,16.059827919085514,0.33333333333333337,0,0.656109904151608,2.8523497423185504,5,0.13063959400000003
DF4_JMNP8,19.527697977395963,0.4117647058823529,0,0.4760896761650134,3.0437146125805166,0,0.13063959400000003
DF4_NCBG1,25.56472109905153,0.6,1,0.5220455953065536,9.460141833479154,10,0.430050245
DF4_NCBG4,21.873923629059018,0.4444444444444444,0,0.44411991123630734,9.605377012375943,0,0.430050245
DF4_NCBG5,22.995332475077838,0.5333333333333333,1,0.5295425004432519,9.690019552303788,5,0.430050245
DF4_NCBG6,26.6944293896342,0.5625,1,0.5621231624080213,9.75173185030733,15,0.430050245
DF4_NCBG8,27.855247906381315,0.7333333333333334,0,0.5993081054665738,9.623862393172596,0,0.430050245
DF4_NCSU10,24.43636429474902,0.6,1,0.56547436153111,38.571611697452596,0,0.8489754740000001
DF4_NCSU11,28.02971359601065,0.7058823529411764,1,0.5986100155429827,38.53745314658385,25,0.8489754740000001
DF4_NCSU2,22.241143017221514,0.5,1,0.6548962841231563,37.81740389455226,15,0.8489754740000001
DF4_NCSU3,29.203111668577588,0.7,1,0.6643839012957407,37.940715266734394,15,0.8489754740000001
DF4_NCSU9,26.90666933078808,0.625,1,0.6367419342739845,37.91239589367653,20,0.8489754740000001
DF4_UNC13,30.533078221701153,0.7222222222222222,0,0.6493328981367683,8.895202965966098,15,0.780717938
DF4_UNC14,26.813296129921177,0.6470588235294117,1,0.6547540965188449,8.766201814651804,5,0.780717938
DF4_UNC3,27.239260040594868,0.75,1,0.6438320061468404,8.980367667028618,5,0.780717938
DF4_UNC4,31.18140147604351,0.75,2,0.6608952225665095,8.968001726734665,15,0.780717938
DF4_UNC8,24.83147638799968,0.625,2,0.6709902381763259,8.863440036560485,25,0.780717938
DF5_ERSP1,14.964727378420676,0.2727272727272727,1,0.6433041797746238,9.93000289290578,5,0.077997231
DF5_ERSP2,21.61287443235482,0.3846153846153846,1,0.639207580266395,9.987995675559766,10,0.077997231
DF5_ERSP3,22.30422572888482,0.5,1,0.6026298000660911,10.044480633606614,30,0.077997231
DF5_ERSP4,22.774557590757773,0.6,1,0.5790835855328332,10.122850727677521,5,0.077997231
DF5_ERSP6,23.88298274998813,0.5384615384615384,1,0.6214946365452606,10.276717288242127,30,0.077997231
DF5_JMNP1,22.50566792452701,0.5625,0,0.6093496023597997,3.1863111560869615,10,0.13063959400000003
DF5_JMNP2,17.14195665279566,0.5833333333333333,1,0.6888503263450388,3.094171586508989,15,0.13063959400000003
DF5_JMNP3,18.836556049923487,0.41666666666666663,1,0.6243860823334509,3.1314775237437322,30,0.13063959400000003
DF5_JMNP5,22.539006051864657,0.5,0,0.7473001724263579,3.046575726810187,20,0.13063959400000003
DF5_JMNP8,20.98756855430829,0.3571428571428571,0,0.5672799444397633,3.2249959997456283,15,0.13063959400000003
DF5_NCBG1,23.3671038035677,0.5833333333333333,1,0.6132358635813034,9.592806090844634,5,0.430050245
DF5_NCBG4,23.65690081579912,0.5,0,0.5353101795110572,9.737338404559434,15,0.430050245
DF5_NCBG5,20.710693590560087,0.5,1,0.6207327687180018,9.824171539874945,20,0.430050245
DF5_NCBG6,23.132082142924936,0.7333333333333334,1,0.6533134306827711,9.887115519552147,30,0.430050245
DF5_NCBG8,24.822064383157432,0.6363636363636364,0,0.6904983737413237,9.759155413886274,15,0.430050245
DF5_NCSU10,21.23855296704704,0.4545454545454546,1,0.6566646298058597,38.452856420334875,15,0.8489754740000001
DF5_NCSU11,23.216105580861857,0.5,1,0.6898002838177325,38.41862350292258,40,0.8489754740000001
DF5_NCSU2,25.8684817439628,0.6666666666666667,1,0.7460865523979062,37.696012613268934,0,0.8489754740000001
DF5_NCSU3,30.097755450814493,0.7777777777777778,1,0.7555741695704905,37.8189939490165,0,0.8489754740000001
DF5_NCSU9,24.75316545681625,0.6153846153846154,1,0.7279322025487344,37.79351171892481,5,0.8489754740000001
DF5_UNC13,27.428873157090187,0.7333333333333334,0,0.7405231664115182,9.065947475729166,30,0.780717938
DF5_UNC14,28.21482472528274,0.7333333333333334,1,0.7459443647935948,8.936091695213062,20,0.780717938
DF5_UNC3,22.129768262128465,0.5454545454545454,1,0.7350222744215903,9.151892823354864,20,0.780717938
DF5_UNC4,27.195831642958836,0.6875,2,0.7520854908412593,9.139115621112719,0,0.780717938
DF5_UNC8,26.10434409549051,0.7142857142857143,2,0.7621805064510757,9.035470186057298,40,0.780717938
ERSP1_ERSP2,18.4103251064605,0.3076923076923077,2,0.0040965995082288915,0.06869194687869028,5,0
ERSP1_ERSP3,16.38955550958693,0.3076923076923077,0,0.04067437970853276,0.11447859220257878,25,0
ERSP1_ERSP4,15.556718197843912,0.4285714285714286,2,0.06422059424179069,0.20161374097671225,0,0
ERSP1_ERSP6,24.109090094481324,0.46153846153846156,2,0.0218095432293632,0.37994451390498973,25,0
ERSP1_JMNP1,15.449542924494096,0.4,1,0.03395457741482416,10.088977951561692,5,0.20863682500000003
ERSP1_JMNP2,20.013831959533427,0.6153846153846154,0,0.04554614657041499,10.087220655125062,10,0.20863682500000003
ERSP1_JMNP3,22.456701251599384,0.46153846153846156,0,0.01891809744117286,10.238516148087108,25,0.20863682500000003
ERSP1_JMNP5,15.732367250875335,0.3076923076923077,1,0.103995992651734,10.040366894648674,15,0.20863682500000003
ERSP1_JMNP8,17.31640314395182,0.2857142857142857,1,0.07602423533486057,9.813484460198158,10,0.20863682500000003
ERSP1_NCBG1,24.907463100148814,0.6153846153846154,2,0.030068316193320455,19.507349963733386,0,0.508047476
ERSP1_NCBG4,20.849682396874787,0.4375,1,0.10799400026356663,19.653130390077337,10,0.508047476
ERSP1_NCBG5,20.348516802056817,0.41666666666666663,0,0.022571411056622095,19.73565893435013,15,0.508047476
ERSP1_NCBG6,24.43018353371327,0.75,0,0.010009250908147237,19.795899988439935,25,0.508047476
ERSP1_NCBG8,24.583048571031014,0.5454545454545454,1,0.04719419396669981,19.66821881146789,10,0.508047476
ERSP1_NCSU10,20.82776761057438,0.36363636363636365,0,0.013360450031235885,44.513919450973376,10,0.9269727050000001
ERSP1_NCSU11,25.818466679023953,0.5384615384615384,0,0.04649610404310867,44.477776305845715,35,0.9269727050000001
ERSP1_NCSU2,20.27903997680914,0.5,2,0.10278237262328231,43.680624193786585,5,0.9269727050000001
ERSP1_NCSU3,27.84013574834699,0.6470588235294117,0,0.11226998979586666,43.789722450913395,5,0.9269727050000001
ERSP1_NCSU9,25.187679495781648,0.5384615384615384,0,0.08462802277411051,43.86261337740095,10,0.9269727050000001
ERSP1_UNC13,27.957454331783406,0.6666666666666667,1,0.09721898663689432,18.81155187452704,25,0.858715169
ERSP1_UNC14,23.97246994277412,0.5714285714285714,0,0.1026401850189709,18.689207103791095,15,0.858715169
ERSP1_UNC3,23.29211910733496,0.5833333333333333,0,0.09171809464696642,18.890755510261243,15,0.858715169
ERSP1_UNC4,28.30677391581365,0.7058823529411764,3,0.10878131106663551,18.881247833217422,5,0.858715169
ERSP1_UNC8,21.921215602664105,0.5384615384615384,3,0.11887632667645184,18.771552340638944,35,0.858715169
ERSP2_ERSP3,11.90222535139421,0.15384615384615385,2,0.03657778020030386,0.06729784288328847,20,0
ERSP2_ERSP4,17.83372779051643,0.4,0,0.0601239947335618,0.1656199708625889,5,0
ERSP2_ERSP6,17.346823803085048,0.3076923076923077,0,0.01771294372113431,0.3474539543871169,20,0
ERSP2_JMNP1,13.632881855145689,0.375,1,0.029857977906595265,10.155578992837691,0,0.20863682500000003
ERSP2_JMNP2,24.19909538657091,0.5714285714285714,2,0.049642746078643885,10.153662999419257,5,0.20863682500000003
ERSP2_JMNP3,17.967378231864842,0.3076923076923077,2,0.01482149793294397,10.304963467534765,20,0.20863682500000003
ERSP2_JMNP5,19.043354779461392,0.4,1,0.10809259215996289,10.106741152757689,10,0.20863682500000003
ERSP2_JMNP8,14.542200020898763,0.1428571428571429,1,0.07192763582663167,9.880228436277834,5,0.20863682500000003
ERSP2_NCBG1,26.75965123465804,0.5714285714285714,0,0.025971716685091566,19.56670476935865,5,0.508047476
ERSP2_NCBG4,21.775353930019993,0.4117647058823529,1,0.10389740075533774,19.712434153827335,5,0.508047476
ERSP2_NCBG5,26.222518827719096,0.6,2,0.018474811548393207,19.795149375575175,10,0.508047476
ERSP2_NCBG6,30.418970374482402,0.7058823529411764,2,0.014105850416376128,19.855496737951245,20,0.508047476
ERSP2_NCBG8,30.221612269298433,0.7142857142857143,1,0.0512907934749287,19.727800236070905,5,0.508047476
ERSP2_NCSU10,26.505604428038716,0.5714285714285714,2,0.017457049539464777,44.52632006297114,5,0.9269727050000001
ERSP2_NCSU11,28.375088249830032,0.6,2,0.05059270355133756,44.49016688617677,30,0.9269727050000001
ERSP2_NCSU2,24.812991834572085,0.5625,0,0.10687897213151121,43.69253833808235,10,0.9269727050000001
ERSP2_NCSU3,30.574231827253108,0.6842105263157895,2,0.11636658930409556,43.80150933341752,10,0.9269727050000001
ERSP2_NCSU9,30.32033442366235,0.6875,2,0.08872462228233939,43.87517498103214,15,0.9269727050000001
ERSP2_UNC13,33.63702576633765,0.7777777777777778,1,0.10131558614512322,18.873889196055035,20,0.858715169
ERSP2_UNC14,30.422896009903106,0.7058823529411764,2,0.10673678452719977,18.75145084338212,10,0.858715169
ERSP2_UNC3,29.66184403497253,0.7333333333333334,2,0.09581469415519532,18.95317184018491,10,0.858715169
ERSP2_UNC4,33.95880724558742,0.8,1,0.1128779105748644,18.94362922801919,10,0.858715169
ERSP2_UNC8,28.822060735867748,0.6875,1,0.12297292618468074,18.833983798556098,30,0.858715169
ERSP3_ERSP4,15.569946495319982,0.2857142857142857,2,0.023546214533257937,0.0984503809338275,25,0
ERSP3_ERSP6,19.596887768115096,0.3076923076923077,2,0.018864836479169554,0.2801781607871908,0,0
ERSP3_JMNP1,13.908003325494265,0.375,1,0.006719802293708597,10.19787077530704,20,0.20863682500000003
ERSP3_JMNP2,24.168868485986298,0.5714285714285714,0,0.08622052627894775,10.196435439138384,15,0.20863682500000003
ERSP3_JMNP3,23.37031532763081,0.4285714285714286,0,0.021756282267359893,10.347719862090209,0,0.20863682500000003
ERSP3_JMNP5,17.613191314546437,0.2857142857142857,1,0.14467037236026675,10.149713997851551,10,0.20863682500000003
ERSP3_JMNP8,17.84331519406276,0.2666666666666667,1,0.03534985562632781,9.922071069545199,15,0.20863682500000003
ERSP3_NCBG1,27.79044350424071,0.5714285714285714,2,0.010606063515212299,19.621757906061823,25,0.508047476
ERSP3_NCBG4,23.116215764503977,0.4117647058823529,1,0.06731962055503388,19.767544100600894,15,0.508047476
ERSP3_NCBG5,25.933835946903233,0.5,0,0.018102968651910658,19.850050136210687,10,0.508047476
ERSP3_NCBG6,27.2108354740543,0.625,0,0.05068363061667999,19.91027676463917,0,0.508047476
ERSP3_NCBG8,28.763943538373102,0.7142857142857143,1,0.08786857367523257,19.78259776837955,15,0.508047476
ERSP3_NCSU10,26.650255938583904,0.5714285714285714,0,0.05403482973976864,44.59155968303662,15,0.9269727050000001
ERSP3_NCSU11,31.227576454230153,0.6875,0,0.08717048375164142,44.555404068042414,10,0.9269727050000001
ERSP3_NCSU2,24.043278879879438,0.4666666666666667,2,0.14345675233181507,43.75765784061659,30,0.9269727050000001
ERSP3_NCSU3,31.606692589326943,0.6842105263157895,0,0.1529443695043994,43.86659676388886,30,0.9269727050000001
ERSP3_NCSU9,29.630328061906848,0.6,0,0.12530240248264327,43.94045397468102,35,0.9269727050000001
ERSP3_UNC13,30.708743210257673,0.7058823529411764,1,0.1378933663454271,18.9250802460427,0,0.858715169
ERSP3_UNC14,28.468967357458514,0.625,0,0.14331456472750365,18.80278249769749,10,0.858715169
ERSP3_UNC3,29.998093098631745,0.7333333333333334,0,0.1323924743554992,19.00424301435762,10,0.858715169
ERSP3_UNC4,32.42637102807532,0.736842105263158,3,0.14945569077516824,18.994753520135255,30,0.858715169
ERSP3_UNC8,25.174098008891647,0.6,3,0.15955070638498461,18.885032018088257,10,0.858715169
ERSP4_ERSP6,21.451870317363518,0.4285714285714286,0,0.042411051012427495,0.18192972188025816,25,0
ERSP4_JMNP1,13.201454834079787,0.375,1,0.030266016826966533,10.253942454025944,5,0.20863682500000003
ERSP4_JMNP2,23.253751128325057,0.5714285714285714,2,0.10976674081220568,10.253247012418786,10,0.20863682500000003
ERSP4_JMNP3,19.586454527734585,0.4285714285714286,2,0.045302496800617834,10.404499120292316,25,0.20863682500000003
ERSP4_JMNP5,13.007472734762162,0.2857142857142857,1,0.1682165868935247,10.206836640847957,15,0.20863682500000003
ERSP4_JMNP8,19.686208053077717,0.47058823529411764,1,0.011803641093069871,9.977466932037247,10,0.20863682500000003
ERSP4_NCBG1,24.484467955340577,0.5714285714285714,0,0.034152278048470236,19.69766798838354,0,0.508047476
ERSP4_NCBG4,20.41775096098797,0.4117647058823529,1,0.04377340602177594,19.843544717075336,10,0.508047476
ERSP4_NCBG5,21.703824717714564,0.5,2,0.041649183185168595,19.925712468029822,15,0.508047476
ERSP4_NCBG6,25.216199746143893,0.625,2,0.07422984514993793,19.985743918198388,25,0.508047476
ERSP4_NCBG8,26.915677393990293,0.7142857142857143,1,0.1114147882084905,19.858094187538775,10,0.508047476
ERSP4_NCSU10,23.016488862798354,0.5714285714285714,2,0.07758104427302658,44.68863263219328,10,0.9269727050000001
